label,content
ham,[J&T Express]616778398854 จัดส่งสำเร็จแล้ว รายละเอียดhttps://jtexp.co/s?BRNBNwP
ham,"แจ้งค่างวดสินเชื่อ SPayLater สินเชื่อ SPayLater ของคุณจำนวน 2,491.43 บาท ครบ กำหนดชำระในวันที่ 05-04-2024 กรุณาชำระภายใน กำหนด เพื่อโอกาสในการปรับเพิ่มวงเงิน กรุณาตรวจสอบ ยอดเงินในกระเป๋าให้เพียงพอหากตั้งค่าตัดชำระอัตโนมัติ หากสงสัยติดต่อ help@spaylater.in.th"
ham,[J&T Express]623688148580จัดส่งสําเร็จแล้วhttps://jtexp.co/s?Np9wzQO
ham,[J&T Express]612189485913จัดส่งสําเร็จแล้วhttps://jtexp.co/s?bVdqi6C
ham,[J&T Express]746926658365จัดส่งสําเร็จแล้วhttps://jtexp.co/s?P5GtBfV
ham,[J&T Express]618769559424จัดส่งสําเร็จแล้วhttps://jtexp.co/s?BeLToDJ
ham,[J&T Express]681816914671จัดส่งสําเร็จแล้วhttps://jtexp.co/s?HvyWMaX
ham,[J&T Express]747118881891จัดส่งสําเร็จแล้วhttps://jtexp.co/s?QoEqTQ0
spam,ดูไลฟ์ adaily.factory เนยถั่วลด50%ลดสูงสุด300บาท
ham,[J&T Express]747118881891จัดส่งสําเร็จแล้วhttps://jtexp.co/s?QoEqTQ0
ham,[J&T Express]622493526970จัดส่งสําเร็จแล้วhttps://jtexp.co/s?NH3q6nW
ham,คุณได้ 35 คะแนนจากการชำระบิล คุณมี 234 คะแนน@27/03/24 เช็กที่ http://m.ais.co.th/zGH6WKzUZ
spam,ส่วนลดใกล้หมดอายุ โค้ดส่วนลด 20% OFF สำหรับ ประกันภัยการเดินทางต่างประเทศกำลังจะหมดอายุในอีก 1 วัน! ใช้ ตอนนี้เพื่อรับโปรโมชั่น 20% OFF voucher
spam,"เริ่มต้นปีกับเอไอเอส พอยท์ มอบความพิเศษมากมาย ไม่ว่าจะกิน เที่ยว ช้อป สุดคุ้ม! และเพิ่มทางเลือกให้คุณใช้คะแนนสะสมจากพาร์ตเนอร์ (บางจาก, Citi Rewards, K Point) แลกรับสิทธิพิเศษต่างๆ ได้บนแอป myAIS ตั้งแต่ 1 ม.ค.67 - 31 มี.ค.67 เพิ่มเติมคลิก https://m.ais.co.th/E-LeafletQ12024"
ham,"AIS บริการแจ้งยอดชำระ 0917956171 ยอด 908.43 บ. จะครบกำหนด 28/03/2024 พิเศษ!เพียงชำระตรงกำหนด รับ AIS Points ใช้แทนเงินสดหรือแลกของรางวัลมากมาย เช็กคะแนน AIS Points และชำระบิล AIS ได้ทันทีที่แอป myAIS  หรือแอปธนาคาร , AIS Shop, ร้านเทเลวิซ,โลตัส ,FamilyMart ขออภัยหากคุณได้ชำระแล้ว"
spam,ฟินซีรีส์แบบไม่มีโฆษณาคั่นกับ Viu Premium พร้อมเน็ตดูซีรีส์10GB เดือนละ119บ. สมัครกด*777*9264# หรือคลิก https://m.ais.co.th/viu119sms
spam,"ใช้ชีวิตได้อย่างสบายใจมีประกันอุบัติเหตุPA Ready Goช่วยจ่ายค่ารักษาพยาบาล บาดเจ็บครอบครัวมีเงินใช้ เบี้ยเริ่มต้นวันละ4บ. คุ้มครองค่ารักษาพยาบาลตามจริงไม่เกิน30,000บ./อุบัติเหตุ(แผน 1) บาดเจ็บตรงวันหยุดคุ้มครองเพิ่ม2เท่า รับAIS Point50คะแนน ตั้งแต่1ม.ค.67–31ธ.ค.67 คลิก https://m.ais.co.th/pargmdmmspost?ref_code=1-1C946XEP ยกเลิก MMS โทร *137กด4 "
spam,ดีลเด็ด! เน็ต 100GB ใช้ได้ 7วัน เพียง 149บาท (สมัครภายใน 1-4 มี.ค. 67) ซื้อเลยที่แอป myAIS เท่านั้น คลิก https://m.ais.co.th/149B7Dsms
spam,"เริ่มต้นปีกับเอไอเอส พอยท์ มอบความพิเศษมากมาย ไม่ว่าจะกิน เที่ยว ช้อป สุดคุ้ม! และเพิ่มทางเลือกให้คุณใช้คะแนนสะสมจากพาร์ตเนอร์ (บางจาก, Citi Rewards, K Point) แลกรับสิทธิพิเศษต่างๆ ได้บนแอป myAIS ตั้งแต่ 1 ม.ค.67 - 31 มี.ค.67 เพิ่มเติมคลิก https://m.ais.co.th/E-LeafletQ12024"
ham,"AIS eBill บริการแจ้งยอดชำระเดือน ก.พ. รวม 2 เบอร์ ยอด 1,816.86 บ.กำหนดชำระ 28/03/67 เช็กยอดค้างล่าสุดกด*121*3#ฟรี ขออภัยหากชำระแล้ว/ดูบิลออนไลน์ได้ทันที โดยรหัสเปิดไฟล์คือ วันเดือนปีเกิดผู้จดทะเบียน เช่น 5ก.ค.2528 ระบุ 05072528 (กรณีนิติบุคคลใช้เลขประจำตัวผู้เสียภาษี)/ ดูบิลที่ https://myais.ais.co.th/e/OTrebzafetBGPeRYATRwhQ=="
ham,คุณได้ 35 คะแนนจากการชำระบิล คุณมี 199 คะแนน@01/03/24 เช็กที่ http://m.ais.co.th/zGH6WKzUZ
ham,"AIS บริการแจ้งยอดชำระ 0917956171 ยอด 908.43 บ. จะครบกำหนด 28/02/2024 พิเศษ!เพียงชำระตรงกำหนด รับ AIS Points ใช้แทนเงินสดหรือแลกของรางวัลมากมาย เช็กคะแนน AIS Points และชำระบิล AIS ได้ทันทีที่แอป myAIS  หรือแอปธนาคาร , AIS Shop, ร้านเทเลวิซ,โลตัส ,FamilyMart ขออภัยหากคุณได้ชำระแล้ว"
spam,ช้อปสบาย ๆ ไม่ต้องจ่ายเงินก้อน ผ่อนสินค้าอิเล็กทรอนิกส์ 0% นานสูงสุด 3 เดือน เลือกจ่าย ผ่าน SPayLater คลิก
spam,"เพลงรอสายฮิต โหลดฟรี! จดจํา-Only Monday,Cruel Summer-Taylor Swift,จดจํา-Only Monday,ขอใครสักคน-NUM KALA,Higher Power-Coldplay พิเศษ!ใช้ฟรี 1 เดือน คลิก https://m.ais.co.th/ApHdgQnf8"
spam,"เลือก iPhone 15 เป็นโทรศัพท์เครื่องต่อไปของคุณ AIS ให้ส่วนลดจัดเต็ม! ยกขบวน ลดสูงสุด 10,800 บาท พร้อมผ่อน 0% นานสูงสุด 36 เดือนที่ AIS/Telewiz และ ร้านค้าตัวแทนจำหน่ายที่ร่วมรายการ"
spam,"เริ่มต้นปีกับเอไอเอส พอยท์ มอบความพิเศษมากมาย ไม่ว่าจะกิน เที่ยว ช้อป สุดคุ้ม! และเพิ่มทางเลือกให้คุณใช้คะแนนสะสมจากพาร์ตเนอร์ (บางจาก, Citi Rewards, K Point) แลกรับสิทธิพิเศษต่างๆ ได้บนแอป myAIS ตั้งแต่ 1 ม.ค.67 - 31 มี.ค.67 เพิ่มเติมคลิก https://m.ais.co.th/E-LeafletQ12024"
spam,"ติ่งซีรีส์จีนชม iQIYI VIP และPLAY FAMILYพร้อมเน็ต10GBสำหรับแอป iQIYI,AIS PLAY เดือนละ119บ. กด*777*9293# หรือคลิก m.ais.co.th/WxHxAnruB"
spam,"ก้าวสู่ความร่ำรวย ด้วยเบอร์มงคลAIS พร้อมสมัครแพ็กเลขเศรษฐี 456 บ. ให้คุณเล่นเน็ต5Gเต็มสปีดและโทรทุกเครือข่าย รับฟรี! ภาพวอลล์เปเปอร์""มังกรเรียกทรัพย์"" เสริมพลังเบอร์ และแพ็กวอลเปเปอร์ชุดพระพิฆเนศปางอภิมหาเศรษฐี ประทานพรให้สมหวังทุกประการ นาน3เดือน ที่ออนไลน์(ส่งฟรี) คลิก https://m.ais.co.th/ZyHVWPzH6"
spam,"รวยทองล้าน รับปีมังกร กับโชคทองล้าน รับสร้อยคอทองคำหนัก 1 บาท  มูลค่า 33,900 บาท จำนวน 30 รางวัล รวมมูลค่า 1,017,000 บาท เพิ่มคะแนนให้ลูกค้าเอไอเอสลุ้นง่ายๆไม่ว่าจะใช้เอไอเอส พอยท์แค่ 5 คะแนน บางจาก 40 คะแนน ซิตี้ รีวอร์ด 50 คะแนน หรือ K Point 50 คะแนนก็ลุ้นได้!  แลกสิทธิ์ได้ที่ https://m.ais.co.th/rxH18PdcJ หรือ กด *550*4#โทรออก ฟรี! ยิ่งกดแลกมาก ยิ่งมีสิทธิ์มาก ตั้งแต่วันที่ 16 ม.ค. 67 – 29 ก.พ. 67 "
spam,"ใช้ชีวิตได้อย่างสบายใจมีประกันอุบัติเหตุPA Ready Goช่วยจ่ายค่ารักษาพยาบาล บาดเจ็บครอบครัวมีเงินใช้ เบี้ยเริ่มต้นวันละ4บ. คุ้มครองค่ารักษาพยาบาลตามจริงไม่เกิน30,000บ./อุบัติเหตุ(แผน 1) บาดเจ็บตรงวันหยุดคุ้มครองเพิ่ม2เท่า รับAIS Point50คะแนน ตั้งแต่1ม.ค.67–31ธ.ค.67 คลิก https://m.ais.co.th/pargmdmmspost?ref_code=1-1C946XEP ยกเลิก MMS โทร *137กด4 "
spam,"เพื่อนซี้ยามฉุกเฉิน! SEasyCash สินเชื่อเงินสด ไม่กดยืม ไม่ เสียดอก สมัครไว้อุ่นใจกว่า วงเงินสูงสุด 20,000 บาท คลิก เลย!"
spam,"ห้ามพลาด! แพ็กเกจ Viu Premium ราคาพิเศษเฉพาะลูกค้าเอไอเอส รายปี เพียง 599 บาท (ราคาปกติ 1,490 บาท) สมัครกด *686*9# โทรออก หรือ คลิก https://m.ais.co.th/VIUYSMMS2 และยังมีแพ็กเกจรายเดือนสุดคุ้ม 149 บาท สมัครกด *686*6# โทรออก หรือ คลิก https://m.ais.co.th/VIUMMMS"
spam,AIS ยกขบวนมือถือรุ่นเด็ด พร้อมโปรโมชันส่วนลดจัดเต็มในงาน Thailand Mobile Expo ณ ศูนย์การประชุมแห่งชาติสิริกิติ์  ระหว่างวันที่ 8-11 กุมภาพันธ์ 2567 เตรียมมาชอปมือถือใหม่ รับปีมังกร พร้อมลดภาษีได้เต็ม Max (ขึ้นอยู่กับอัตราเงินได้สุทธิที่เสียภาษี) แล้วพบกันภายในงานตั้งแต่ 10.00 น. – 20.00 น.
spam,"วาเลนไลน์นี้ โหลดเพลงรอสายฟรี! ฟ้ารักพ่อ-BADMIXY,ปีนี้ไม่ต้องเหงาคนเดียวแล้วโว้ย,Leave the Door Open-Bruno Mars พิเศษ!ใช้ฟรี 1 เดือน คลิก https://m.ais.co.th/ApHdgQnf8"
ham,AIS eBill บริการแจ้งยอดชำระเดือน ม.ค. รวม 2 เบอร์ ยอด 908.43 บ.กำหนดชำระ 28/02/67 เช็กยอดค้างล่าสุดกด*121*3#ฟรี ขออภัยหากชำระแล้ว/ดูบิลออนไลน์ได้ทันที โดยรหัสเปิดไฟล์คือ วันเดือนปีเกิดผู้จดทะเบียน เช่น 5ก.ค.2528 ระบุ 05072528 (กรณีนิติบุคคลใช้เลขประจำตัวผู้เสียภาษี)/ ดูบิลที่ https://myais.ais.co.th/e/UirezYd6S9+TMxLOWoAPWw==
spam,"ใช้เพลงรอสาย ""ฟรี 7วัน"" กด*789*5# โหลดฟรีทุกเพลง ทุกค่าย ไม่อั้น วันนี้เมื่อปีที่แล้ว-MEYOU,ข้ามเวลาOst.พรหมลิขิต-วี วิโอเลต,น้อยใจ-NONT TANONT ที่ https://www.ais.th/callingmelody"
spam,"รับเงินคืน 50 บาท ทุกเกม ทุกไอเทม! ลูกค้า AIS เติมเกม ซื้อไอเทม  ใช้จ่ายบน App Store ชำระเงินผ่าน AIS  ครั้งแรก 100 บาท ภายใน วันที่ 17 ก.พ.2567 จำกัด 5,000 สิทธิ์เท่านั้น เพิ่มวิธีชำระเงินผ่าน AIS  คลิก https://m.ais.co.th/AIS-setup-15jan24 ดูเพิ่มเติม https://m.ais.co.th/APgame_jan24mms"
spam,JOOXVIP ไม่เสียเน็ตแค่ 39 บาท/เดือน สมัครเลยโทร *979*39# หรือ คลิก https://m.ais.co.th/3bHz9p4F8
ham,คุณได้ 35 คะแนนจากการชำระบิล คุณมี 164 คะแนน@26/01/24 เช็กที่ http://m.ais.co.th/zGH6WKzUZ
spam,ลดแรง รับปีมังกรทอง! ลูกค้าเอไอเอสรับส่วนลดถึง 15% เพียงใช้โค้ด GI0124 เติมเกม Genshin Impact ที่เว็บฯ Game On โค้ดมีจำนวนจำกัด เติมเลย!  https://m.ais.co.th/genshin_jan24sms
ham,"AIS บริการแจ้งยอดชำระ 0917956171 ยอด 908.43 บ. จะครบกำหนด 28/01/2024 พิเศษ!เพียงชำระตรงกำหนด รับ AIS Points ใช้แทนเงินสดหรือแลกของรางวัลมากมาย เช็กคะแนน AIS Points และชำระบิล AIS ได้ทันทีที่แอป myAIS  หรือแอปธนาคาร , AIS Shop, ร้านเทเลวิซ,โลตัส ,FamilyMart ขออภัยหากคุณได้ชำระแล้ว"
spam,"เพลงรอสายฮิต โหลดฟรี! วาสนาผู้ใด-Parkmalody,เหลือแค่ลืม-KLEAR,เฮอร์ไมโอน้อง-TheChanisara,ฮักหลายจนโง่-ตรี ชัยณรงค์,รจนาเอย-จิ๋ว สกุณชัย พิเศษ!ใช้ฟรี 1 เดือน คลิก https://m.ais.co.th/ApHdgQnf8"
spam,พิเศษ! สำหรับลูกค้า AIS เมื่อซื้อประกันเดินทางกับ AIS Insurance Service ค่าเบี้ยทุกๆ 100บาท รับ AIS Points 10คะแนน รวมสูงสุด 750คะแนน มีประกันเดินทางไว้อุ่นใจกว่า คุ้มครองทั่วโลก รวมโควิด 19 เที่ยวเอเชีย 3วัน ค่าเบี้ยฯเริ่มต้น 120บาท ตั้งแต่1ม.ค.67 – 31ธ.ค.67 คลิก https://m.ais.co.th/taourl2smspost?ref_code=1-1C946XEP ยกเลิก SMS โทร *137กด4
spam,"ใช้ชีวิตได้อย่างสบายใจมีประกันอุบัติเหตุPA Ready Goช่วยจ่ายค่ารักษาพยาบาล บาดเจ็บครอบครัวมีเงินใช้ เบี้ยเริ่มต้นวันละ4บ. คุ้มครองค่ารักษาพยาบาลตามจริงไม่เกิน30,000บ./อุบัติเหตุ(แผน 1) บาดเจ็บตรงวันหยุดคุ้มครองเพิ่ม2เท่า รับAIS Point50คะแนน ตั้งแต่1ม.ค.67–31ธ.ค.67 คลิก https://m.ais.co.th/pargfsmspost?ref_code=1-1C946XEP ยกเลิก SMS โทร *137กด4"
spam,ชมหนังดี ซีรีส์ดัง ระดับโลก แบบซับไทยและพากย์ไทย กับแพ็ก MONOMAX พร้อมเน็ต10GB(สำหรับแอป MONOMAX) เดือนละ 119บาท สมัครกด *777*9288#
spam,Surprise Sale แจกส่วนลดสูงสุด 15%!  เพียงใช้โค้ด KIDS24 เติมเกม ROX และ Identity v จ่ายผ่านเบอร์ AIS ที่เว็บฯ Game On *โค้ดมีจำนวนจำกัด เติมเลย!  https://m.ais.co.th/kids_jan24mms
spam,เพิ่มความมั่งคั่งในชีวิต ด้วยเบอร์ใหม่รายเดือนพร้อมสมัครแพ็กเลขเศรษฐี 456 บาท เล่นเน็ต5Gเต็มสปีดและโทรทุกเครือข่าย พร้อมรับฟรี!วอลล์เปเปอร์และรหัสมงคล 6 หลักเฉพาะคุณ ไว้ตั้งรหัสหน้าจอมือถือและรหัสATM เพื่อเปิดทรัพย์ เลือกเบอร์ได้ก่อนใครที่ออนไลน์(ส่งฟรี) คลิก https://m.ais.co.th/vBH7GbWcQ
ham,สินค้าของคุณอยู่ระหว่างการจัดส่ง คุณจะได้รับสินค้าเร็ว ๆ นี้ สามารถตรวจสอบสถานะการจัดส่งได้ที่ https://m.ais.co.th/trackorder
spam,"ใช้ชีวิตได้อย่างสบายใจมีประกันอุบัติเหตุPA Ready Goช่วยจ่ายค่ารักษาพยาบาล บาดเจ็บครอบครัวมีเงินใช้ เบี้ยเริ่มต้นวันละ4บ. คุ้มครองค่ารักษาพยาบาลตามจริงไม่เกิน30,000บ./อุบัติเหตุ(แผน 1) บาดเจ็บตรงวันหยุดคุ้มครองเพิ่ม2เท่า รับAIS Point50คะแนน ตั้งแต่1ม.ค.67–31ธ.ค.67 คลิก https://m.ais.co.th/pargmdmmspost?ref_code=1-1C946XEP ยกเลิก MMS โทร *137กด4 "
spam,สนุกกับเกมจากค่าย Disney บน AIS 5G Cloud Game ได้แล้ววันนี้ เพียง 149 บาท/เดือน มีเกมให้เล่นมากกว่า 500+ เกม คลิก!! https://m.ais.co.th/cloud_disney
spam,"ลุ้นใกล้ชิดสุดฟิน! กับ""ปอนด์&ภูวินทร์"" แค่สมัครเพลงรอสายโทร *789*1# (35บ./ด.) และโหลดเพลงค่ายแกรมมี่ 10 เพลงขึ้นไป โทร *78900995 (3 บาท) หรือคลิก https://m.ais.co.th/KYHbEx4Tx"
ham,คุณได้ 35 คะแนนจากการชำระบิล คุณมี 129 คะแนน@05/01/24 เช็กที่ http://m.ais.co.th/zGH6WKzUZ
ham,"AIS บริการแจ้งยอด 0917956171 จำนวน 908.43 บ. ที่เกินกำหนดแล้ว เพื่อใช้งานได้ต่อเนื่อง กรุณาชำระภายใน 06/01/2024 ชำระได้ทันที ที่แอป myAIS คลิก http://m.ais.co.th/myAISpay , แอปธนาคาร,AIS Shop,ร้านเทเลวิซ,โลตัส,FamilyMart ขออภัยหากคุณได้ชำระแล้ว"
spam,แพ็กเกจ PLAY ASIAN พิเศษเฉพาะลูกค้า AIS ดู iQIYI VIU WeTV แบบไม่ต้องจ่ายเพิ่ม รายเดือนเพียง 159 บาท (ปกติ 516 บาท)สมัครกด*678*159#
ham,"AIS eBill บริการแจ้งยอดชำระเดือน ธ.ค. รวม 2 เบอร์ ยอด 1,816.86 บ.กำหนดชำระ 28/01/67 เช็กยอดค้างล่าสุดกด*121*3#ฟรี ขออภัยหากชำระแล้ว/ดูบิลออนไลน์ได้ทันที โดยรหัสเปิดไฟล์คือ วันเดือนปีเกิดผู้จดทะเบียน เช่น 5ก.ค.2528 ระบุ 05072528 (กรณีนิติบุคคลใช้เลขประจำตัวผู้เสียภาษี)/ ดูบิลที่ https://myais.ais.co.th/e/0ICz2olgDst3fli99yb+sg=="
spam,สวัสดีปีใหม่2567 ขอให้คุณและครอบครัวมีความสุข สุขภาพแข็งแรง ขอบคุณที่วางใจให้AISดูแลคุณ AISพร้อมอยู่เคียงข้างคุณตลอดปีใหม่นี้และตลอดไป
spam,BIG MATCH ศึกเดือดคืนวันเสาร์ที่ 30 ธ.ค.66 กับ Juventus VS Roma ทางช่อง beIN1 เวลา 02.45 ดูสดที่ AIS PLAY กับแพ็กเกจ beIN SPORTS กีฬาที่คุณชื่นชอบ รายปี 799 บาท สมัครกด https://m.ais.co.th/beinYmms
ham,"AIS บริการแจ้งยอดชำระ 0917956171 ยอด 908.43 บ. จะครบกำหนด 28/12/2023 พิเศษ!เพียงชำระตรงกำหนด รับ AIS Points ใช้แทนเงินสดหรือแลกของรางวัลมากมาย เช็กคะแนน AIS Points และชำระบิล AIS ได้ทันทีที่แอป myAIS  หรือแอปธนาคาร , AIS Shop, ร้านเทเลวิซ,โลตัส ,FamilyMart ขออภัยหากคุณได้ชำระแล้ว"
spam,"โหลดเพลงรอสายไม่อั้น ทุกเพลง ทุกค่าย Santa Tell Me-Ariana Grande,วาสนาผู้ใด-Parkmalody,จากใจกวี-ช่างโคช,Day1-HONNE แค่วันละ 2บ. โทร*789*5# หรือคลิก https://m.ais.co.th/ApHD4q0u8"
spam,ลูกค้า AIS เที่ยวนอกได้ง่ายๆ โดยไม่ต้องเปลี่ยนซิม เพียงสมัคร Ready2Fly แพ็กเสริมเน็ตต่างประเทศ ที่รองรับการใช้งานได้ทั่วทุกมุมโลกที่คุณอยากไป มั่นใจได้กับเน็ตแรงอันดับ 1 ของโลกบนเครือข่าย 5G ในราคาเริ่มต้นเพียง 99 บาท ออกไปสัมผัสกับประสบการณ์ใหม่ๆกับเน็ตโรมมิ่งที่ดีที่สุด สมัครง่ายผ่านแอป myAIS (https://m.ais.co.th/EKH8R2LCy)  หรือดูข้อมูลเพิ่มได้ที่  https://m.ais.co.th/aWHg4pBHM
spam,"รวบตึงความบันเทิงแอปดัง iQIYI, Viu, WeTV พร้อมเน็ตดูคอนเทนต์ไม่จำกัด 279บ./เดือน กด *777*9309# หรือคลิก https://m.ais.co.th/279Bulsms"
spam,เปิดซิมใหม่AIS พร้อมสมัครแพ็กเลขเศรษฐี 456 บ.ให้คุณเล่นเน็ต5Gเต็มสปีดและโทรทุกเครือข่าย รับฟรี! แพ็กวอลเปเปอร์ชุดพระพิฆเนศ ปางคเนศมนตรา ปางดักดูเศรษฐ์ทรงพญานาค ปางมหาเศรษฐีที่รวยที่สุดในโลก พร้อมฤกษ์ตั้งวอลเปเปอร์ นาน3เดือน ซื้อได้ก่อนใครที่ออนไลน์(ส่งฟรี) คลิก https://m.ais.co.th/9WHQYdrcG
ham,สินค้าของคุณอยู่ระหว่างการจัดส่ง คุณจะได้รับสินค้าเร็วๆ นี้ สามารถตรวจสอบสถานะการจัดส่งได้
spam,ฟินไม่สะดุด! กับแพ็กดู YouTube 100GB ใช้ได้ 7 วัน เพียง 99บาท คุ้มสุด สมัครกด *777*828# หรือคลิก https://m.ais.co.th/YouTube100GBsms
spam,รับ AIS Points สูงสุด 200 คะแนน เมื่อสมัครและช้อปออนไลน์พิเศษ รับ AIS Points เพิ่ม สูงสุด 500 คะแนน เมื่อจ่ายบิล AIS บนแอป myAIS ครั้งแรก ด้วยบัตรบีเฟิสต์ ดิจิทัล เอไอเอส พอยท์ ตั้งแต่ 1 ก.ย. 66 - 31 ธ.ค. 66สมัครบัตรฟรี รายละเอียดเพิ่มเติม คลิก https://m.ais.co.th/DeHBwKBh8?ref_code=1-1C946XEPยกเลิก SMS กด *673#
spam,JOOXVIP ไม่เสียเน็ตแค่ 39 บาท/เดือน สมัครเลยโทร *979*39# หรือ คลิก https://m.ais.co.th/3bHz9p4F8
spam,"เอไอเอส พอยท์ มอบความพิเศษฉลองส่งท้ายปี กับดีลใหม่สุดฮอต! กิน เที่ยว ช้อป สุดคุ้ม! และเพิ่มทางเลือกให้คุณใช้คะแนนสะสมจากพาร์ตเนอร์ (บางจาก, Citi Rewards, K Point) แลกรับสิทธิพิเศษต่างๆ ได้บนแอป myAIS ตั้งแต่ 1 ต.ค.66 - 31 ธ.ค.66 เพิ่มเติมคลิก https://m.ais.co.th/E-LeafletQ42023"
spam,"ลูกค้า AIS รับส่วนลดสูงสุด 15% เมื่อเติมเกม Genshin Impact, Ragnarok X: Next Generation, Identity V, Eggy Party  บน Game On คลิก! https://m.ais.co.th/gameon_spec"
spam,พิเศษเฉพาะคุณ! เน็ต5G เต็มสปีด 10GB ใช้ได้นาน 7วัน เพียง30บาท คลิก https://m.ais.co.th/pr30b10GB19d หรือกด *777*7677# ถึง19ธ.ค.66
spam,"พิเศษ! ลูกค้าเอไอเอส/เซเรเนด รับส่วนลดเบี้ยประกันปีแรก 8% และเอไอเอส พอยท์ 100/200คะแนน เมื่อซื้อประกันชีวิตสะสมทรัพย์ PRUSavingsPlus10/4 ค่าเบี้ยเริ่มต้นเพียงปีละ 10,000บาท รับเงินคืน5% ทุกสิ้นปีกรมธรรม์ (ปี1-9) ของเงินเอาประกันภัย ตั้งแต่ 1ธ.ค.66 - 31ธ.ค.66 คลิก https://m.ais.co.th/prusavingsms22?ref_code=1-1C946XEP ยกเลิก sms โทร *137 กด4"
spam,เหมาเหมาเน็ตเต็มสปีด1GB พร้อมเน็ตเล่น11เกมฮิตไม่อั้น เร็ว4Mbps นาน24ชม. แค่29บ. กด *777*7305#
spam,"โหลดฟรี! เพลงรอสายฮิตติดชาร์ต Santa Tell Me-Ariana Grande,จากใจกวี-ช่างโคช,ทนได้ทุกที-TAITOSMITH,Day1-HONNE พิเศษ! สมัครใช้ฟรี 30 วัน คลิก https://m.ais.co.th/ApHdgQnf8"
ham,"AIS eBill บริการแจ้งยอดชำระเดือน พ.ย. รวม 2 เบอร์ ยอด 1,816.86 บ.กำหนดชำระ 28/12/66 เช็กยอดค้างล่าสุดกด*121*3#ฟรี ขออภัยหากชำระแล้ว/ดูบิลออนไลน์ได้ทันที โดยรหัสเปิดไฟล์คือ วันเดือนปีเกิดผู้จดทะเบียน เช่น 5ก.ค.2528 ระบุ 05072528 (กรณีนิติบุคคลใช้เลขประจำตัวผู้เสียภาษี)/ ดูบิลที่ https://myais.ais.co.th/e/xWdtu9JogWkfufCvbvPNPQ=="
ham,คุณได้ 35 คะแนนจากการชำระบิล คุณมี 94 คะแนน@02/12/23 เช็กที่ http://m.ais.co.th/zGH6WKzUZ
ham,"AIS บริการแจ้งยอด 0917956171 จำนวน 908.43 บ. ที่เกินกำหนดแล้ว เพื่อใช้งานได้ต่อเนื่อง กรุณาชำระภายใน 03/12/2023 ชำระได้ทันที ที่แอป myAIS คลิก http://m.ais.co.th/myAISpay , แอปธนาคาร,AIS Shop,ร้านเทเลวิซ,โลตัส,FamilyMart ขออภัยหากคุณได้ชำระแล้ว"
ham,myAIS รหัส OTP 7863 อย่าบอกใคร ระวังมิจฉาชีพหลอกถาม! AISจะไม่ขอรหัสคุณ myAIS OTP 7863. Don't reveal it. AIS will never ask OTP from you. Beware of phishing!
ham,"AIS บริการแจ้งยอดชำระ 0917956171 ยอด 908.43 บ. จะครบกำหนด 28/11/2023 พิเศษ!เพียงชำระตรงกำหนด รับ AIS Points ใช้แทนเงินสดหรือแลกของรางวัลมากมาย เช็กคะแนน AIS Points และชำระบิล AIS ได้ทันทีที่แอป myAIS  หรือแอปธนาคาร , AIS Shop, ร้านเทเลวิซ,โลตัส ,FamilyMart ขออภัยหากคุณได้ชำระแล้ว"
spam,ดูละครดังช่อง3 ย้อนหลังผ่านแอป 3Plus และ PLAY FAMILY ผ่านแอป AIS PLAY พร้อมเน็ต 10 GB เพียงเดือนละ 99 บาท สมัครกด *777*9283#
spam,ลูกค้า AIS เที่ยวนอกได้ง่ายๆ โดยไม่ต้องเปลี่ยนซิม เพียงสมัคร Ready2Fly แพ็กเสริมเน็ตต่างประเทศ ที่รองรับการใช้งานได้ทั่วทุกมุมโลกที่คุณอยากไป มั่นใจได้กับเน็ตแรงอันดับ 1 ของโลกบนเครือข่าย 5G ในราคาเริ่มต้นเพียง 99 บาท ออกไปสัมผัสกับประสบการณ์ใหม่ๆกับเน็ตโรมมิ่งที่ดีที่สุด สมัครง่ายผ่านแอป myAIS (https://m.ais.co.th/EKH8R2LCy)  หรือดูข้อมูลเพิ่มได้ที่  https://m.ais.co.th/aWHg4pBHM
spam,"เพลงรอสายฮิต โหลดฟรี! เธอคือกาแฟในตอนเช้า-NoOneElse,อยู่เฉย ๆ ก็น่ารัก-Fourth Nattawat,Die For You-The Weeknd,Bad Habits-Ed Sheeran พิเศษ!ใช้ฟรี 1 เดือน คลิก https://m.ais.co.th/ApHdgQnf8"
spam,ลูกค้าAIS รับสิทธิ์ใช้งาน Apple iCloud ความจุ 50GB ใช้ฟรีทันทีนาน 3เดือน! ให้คุณเก็บข้อมูลสำคัญ รูปภาพ วิดีโอ ได้จุใจและสะดวกยิ่งขึ้น (จากนั้นค่าบริการ35บ/เดือน) กดรับสิทธิ์ คลิก http://m.ais.co.th/ics (จำกัด1เบอร์/1Apple ID/1สิทธิ์)
spam,เปิดซิมใหม่AIS พร้อมสมัครแพ็กเลขเศรษฐี 456 บ.ให้คุณเล่นเน็ต5Gเต็มสปีดและโทรทุกเครือข่าย รับฟรี! แพ็กวอลเปเปอร์ชุดพระพิฆเนศ ปางคเนศมนตรา ปางดักดูเศรษฐ์ทรงพญานาค ปางมหาเศรษฐีที่รวยที่สุดในโลก พร้อมฤกษ์ตั้งวอลเปเปอร์ นาน3เดือน ซื้อได้ก่อนใครที่ออนไลน์(ส่งฟรี) คลิก https://m.ais.co.th/9WHQYdrcG
